Name,ISO,Genus,Family,Macroarea,Latitude,Longitude,Countries
!X��,nmn,Tu,Tu,Africa,-24,21.5,Botswana
!Xun (Ekoka),knw,Ju-Kung,Kxa,Africa,-19.67,18,Angola
Aari,aiw,South Omotic,Afro-Asiatic,Africa,6,36.58,Ethiopia
Abau,aau,Upper Sepik,Sepik,Papunesia,-4,141.25,Papua New Guinea
Abidji,abi,Kwa,Niger-Congo,Africa,5.67,-4.58,C�te d'Ivoire
Abip�n,axb,South Guaicuruan,Guaicuruan,South America,-29,-61,Argentina
Abkhaz,abk,Northwest Caucasian,Northwest Caucasian,Eurasia,43.08,41,Georgia
Acehnese,ace,Malayo-Sumbawan,Austronesian,Eurasia,5.5,95.5,Indonesia
Achagua,aca,Inland Northern Arawakan,Arawakan,South America,4.42,-72.25,Colombia
Achang,acn,Burmese-Lolo,Sino-Tibetan,Eurasia,25,98.5,China
Ach�,guq,Tupi-Guaran�,Tupian,South America,-25.25,-55.17,Paraguay
Acholi,ach,Nilotic,Eastern Sudanic,Africa,3,32.67,Uganda
Achuar,acu,Jivaroan,Jivaroan,South America,-2.67,-76,Peru
Achumawi,acv,Palaihnihan,Hokan,North America,41.5,-121,United States
Acoma,kjq,Keresan,Keresan,North America,34.92,-107.58,United States
Adang,adn,Greater Alor,Timor-Alor-Pantar,Papunesia,-8.2,124,Indonesia
Adioukrou,adj,Kwa,Niger-Congo,Africa,5.42,-4.58,C�te d'Ivoire
Adyghe (Abzakh),ady,Northwest Caucasian,Northwest Caucasian,Eurasia,45.23,40.58,Russia
Adyghe (Shapsugh),ady,Northwest Caucasian,Northwest Caucasian,Eurasia,45,38.75,Russia
Adyghe (Temirgoy),ady,Northwest Caucasian,Northwest Caucasian,Eurasia,45.22,39.7,Russia
Adynyamathanha,adt,Central Pama-Nyungan,Pama-Nyungan,Australia,-30.5,139.5,Australia
Adzera,adz,Oceanic,Austronesian,Papunesia,-6.25,146.25,Papua New Guinea
Afrikaans,afr,Germanic,Indo-European,Africa,-31,22,South Africa
Aghem,agq,Bantoid,Niger-Congo,Africa,6.67,10,Cameroon
Agta (Dupaningan),duo,Greater Central Philippine,Austronesian,Papunesia,18,122.08,Philippines
Aguaruna,agr,Jivaroan,Jivaroan,South America,-5,-78,Peru
Ahtna,aht,Athapaskan,Na-Dene,North America,62,-145,United States
Aikan�,tba,Aikan�,Aikan�,South America,-12.67,-60.67,Brazil
Ainu,ain,Ainu,Ainu,Eurasia,43,143,Japan
Aizi,ahp,Kru,Niger-Congo,Africa,5.25,-4.5,C�te d'Ivoire
Aja,aja,Kresh,Central Sudanic,Africa,7.33,25.67,Central African Republic
Ajagbe,ajg,Kwa,Niger-Congo,Africa,7,1.75,Benin
Akan,aka,Kwa,Niger-Congo,Africa,6.5,-1.25,Ghana
Akawaio,ake,Cariban,Cariban,South America,6,-59.5,Guyana
Akha,ahk,Burmese-Lolo,Sino-Tibetan,Eurasia,21.83,99.83,China
Aklanon,akl,Greater Central Philippine,Austronesian,Papunesia,11.58,122.33,Philippines
Alabama,akz,Muskogean,Muskogean,North America,32.33,-87.42,United States
Alamblak,amp,Sepik Hill,Sepik,Papunesia,-4.67,143.33,Papua New Guinea
Alawa,alh,Alawa,Mangarrayi-Maran,Australia,-15.17,134.25,Australia
Aleut,ale,Aleut,Eskimo-Aleut,North America,54,-166,United States
Aleut (Eastern),ale,Aleut,Eskimo-Aleut,North America,54.75,-164,United States
Alladian,ald,Kwa,Niger-Congo,Africa,5.17,-4.33,C�te d'Ivoire
Alsatian,gsw,Germanic,Indo-European,Eurasia,48.5,7.5,France
Alutor,alr,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,61,165,Russia
Alyawarra,aly,Central Pama-Nyungan,Pama-Nyungan,Australia,-22.5,135,Australia
Amahuaca,amc,Panoan,Panoan,South America,-10.5,-72.5,Brazil
Amanab,amn,Border,Border,Papunesia,-3.58,141.25,Papua New Guinea
Amarakaeri,amr,Harakmbet,Harakmbet,South America,-12.5,-70.5,Peru
Ambulas,abt,Ndu,Sepik,Papunesia,-3.83,143,Papua New Guinea
Amdo,adx,Bodic,Sino-Tibetan,Eurasia,35,100,China
Amdo (Themchen),adx,Bodic,Sino-Tibetan,Eurasia,38,98,Nepal
Amele,aey,Madang,Trans-New Guinea,Papunesia,-5.25,145.58,Papua New Guinea
Amharic,amh,Semitic,Afro-Asiatic,Africa,10,38,Ethiopia
Amo,amo,Kainji,Niger-Congo,Africa,10.33,8.67,Nigeria
Amuesha,ame,Yanesha',Arawakan,South America,-10.5,-75.42,Peru
Amuzgo,amu,Amuzgoan,Oto-Manguean,North America,16.83,-98,Mexico
Andi,ani,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.75,46.25,Russia
Andoke,ano,Andoke,Andoke,South America,-0.67,-72,Colombia
Anejom,aty,Oceanic,Austronesian,Papunesia,-20.2,169.8,Vanuatu
Angaataha,agm,Angan,Trans-New Guinea,Papunesia,-7.22,146.25,Papua New Guinea
Angas,anc,West Chadic,Afro-Asiatic,Africa,9.5,9.5,Nigeria
Angolar,aoa,Creoles and Pidgins,other,Africa,0.25,6.5,S�o Tom� e Pr�ncipe
Anguthimri,lnj,Northern Pama-Nyungan,Pama-Nyungan,Australia,-12.33,141.83,Australia
Anindilyakwa,aoi,Anindilyakwa,Gunwinyguan,Australia,-14,136.5,Australia
Anufo,cko,Kwa,Niger-Congo,Africa,10.08,0.25,Togo
Anyi,any,Kwa,Niger-Congo,Africa,7,-3.5,C�te d'Ivoire
Anywa,anu,Nilotic,Eastern Sudanic,Africa,8,33.5,Ethiopia
Ao,njo,Kuki-Chin,Sino-Tibetan,Eurasia,26.58,94.67,India
Apache (Chiricahua),apm,Athapaskan,Na-Dene,North America,33.25,-108,United States
Apache (Jicarilla),apj,Athapaskan,Na-Dene,North America,36.58,-104,United States
Apala�,apy,Cariban,Cariban,South America,0,-54,Brazil
Apatani,apt,Tani,Sino-Tibetan,Eurasia,27.5,93.75,India
Apinay�,apn,Ge-Kaingang,Macro-Ge,South America,-5.5,-48,Brazil
A-Pucikwar,apq,Great Andamanese,Great Andamanese,Eurasia,12.17,92.83,India
Apurin�,apu,Purus,Arawakan,South America,-9,-67,Brazil
Arabana,ard,Central Pama-Nyungan,Pama-Nyungan,Australia,-28.25,136.25,Australia
Arabela,arl,Zaparoan,Zaparoan,South America,-2,-75.17,Peru
Arabic (Eastern Libyan),ayl,Semitic,Afro-Asiatic,Africa,32,22,Libya
Arabic (Egyptian),arz,Semitic,Afro-Asiatic,Africa,30,31,Egypt
Arabic (Modern Standard),arb,Semitic,Afro-Asiatic,Eurasia,25,42,Kuwait
Arabic (Moroccan),ary,Semitic,Afro-Asiatic,Africa,34,-6,Morocco
Arandai,jbj,South Bird's Head Proper,South Bird's Head,Papunesia,-2.08,133,Indonesia
Araona,aro,Tacanan,Tacanan,South America,-12.33,-67.75,Bolivia
Arawak,arw,Caribbean Arawakan,Arawakan,South America,5.5,-55.17,Suriname
Arbore,arv,Lowland East Cushitic,Afro-Asiatic,Africa,5,36.75,Ethiopia
Archi,aqc,Lezgic,Nakh-Daghestanian,Eurasia,42,46.83,Russia
Armenian (Eastern),hye,Armenian,Indo-European,Eurasia,40,45,Armenia
Armenian (Iranian),hye,Armenian,Indo-European,Eurasia,32.67,51.67,Iran
Armenian (Western),hye,Armenian,Indo-European,Eurasia,38.5,43.5,Turkey
Arrernte (Mparntwe),aer,Central Pama-Nyungan,Pama-Nyungan,Australia,-24,136,Australia
Arrernte (Western),are,Central Pama-Nyungan,Pama-Nyungan,Australia,-24,132.5,Australia
Asmat,tml,Asmat-Kamoro,Trans-New Guinea,Papunesia,-5.5,138.5,Indonesia
Assamese,asm,Indic,Indo-European,Eurasia,26,93,India
Asturian,ast,Romance,Indo-European,Eurasia,43.25,-6,Spain
Asurin�,asu,Tupi-Guaran�,Tupian,South America,-3.5,-49.5,Brazil
Atacame�o,kuz,Kunza,Kunza,South America,-23,-69,Chile
Atayal,tay,Atayalic,Austronesian,Papunesia,24.5,121.33,Taiwan
Au,avt,Wapei-Palei,Torricelli,Papunesia,-3.58,142.08,Papua New Guinea
Auyana,auy,Eastern Highlands,Trans-New Guinea,Papunesia,-6.5,145.75,Papua New Guinea
Avar,ava,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.5,46.5,Azerbaijan
Avatime,avn,Kwa,Niger-Congo,Africa,6.83,0.42,Ghana
Avikam,avi,Kwa,Niger-Congo,Africa,5.17,-5.5,C�te d'Ivoire
Avokaya,avu,Moru-Ma'di,Central Sudanic,Africa,4.67,30,Democratic Republic of Congo
Awa Pit,kwi,Barbacoan,Barbacoan,South America,1.5,-78.25,Ecuador
Awadhi,awa,Indic,Indo-European,Eurasia,27.5,81.5,India
Awngi,awn,Central Cushitic,Afro-Asiatic,Africa,10.83,36.67,Ethiopia
Awtuw,kmn,Ram,Sepik,Papunesia,-3.58,142,Papua New Guinea
Ayoreo,ayo,Zamucoan,Zamucoan,South America,-20.25,-59.25,Paraguay
Azari (Iranian),azb,Turkic,Altaic,Eurasia,37.5,47,Iran
Babole,bvx,Bantoid,Niger-Congo,Africa,1.08,17.25,Congo
Babungo,bav,Bantoid,Niger-Congo,Africa,6.12,10.42,Cameroon
Bachamal,wdj,Anson Bay,Anson Bay,Australia,-13.17,130.17,Australia
Badaga,bfq,Southern Dravidian,Dravidian,Eurasia,11.67,76.75,India
Bade,bde,West Chadic,Afro-Asiatic,Africa,12.83,10.5,Nigeria
Badimaya,bia,Western Pama-Nyungan,Pama-Nyungan,Australia,-27.67,118,Australia
Bafia,ksf,Bantoid,Niger-Congo,Africa,5,11.17,Cameroon
Bafut,bfd,Bantoid,Niger-Congo,Africa,6.25,9.92,Cameroon
Baga Sitemu,bsp,Mel,Niger-Congo,Africa,10.5,-14.5,Guinea
Bagirmi,bmi,Bongo-Bagirmi,Central Sudanic,Africa,11.67,16,Chad
Bagiro,fuu,Bongo-Bagirmi,Central Sudanic,Africa,4.33,20.58,Central African Republic
Bai,bca,Bai,Sino-Tibetan,Eurasia,26,100,China
Bajau (Sama),bdl,Sama-Bajaw,Austronesian,Papunesia,-4.33,123,Indonesia
Bajau (West Coast),bdr,Sama-Bajaw,Austronesian,Papunesia,6.33,116.33,Malaysia
Baka (in Cameroon),bkc,Ubangi,Niger-Congo,Africa,2.58,13.58,Cameroon
Baka (in South Sudan),bdh,Bongo-Bagirmi,Central Sudanic,Africa,4.83,29.25,South Sudan
Bakair�,bkq,Cariban,Cariban,South America,-14,-55,Brazil
Bakueri,bri,Bantoid,Niger-Congo,Africa,4.25,9.25,Cameroon
Bakundu,bdu,Bantoid,Niger-Congo,Africa,4.83,9.33,Cameroon
Balinese,ban,Malayo-Sumbawan,Austronesian,Papunesia,-8.33,115.25,Indonesia
Balti,bft,Bodic,Sino-Tibetan,Eurasia,35,76,Pakistan
Baluchi,bgp,Iranian,Indo-European,Eurasia,28,62,Pakistan
Bambara,bam,Western Mande,Mande,Africa,12.5,-7.5,Mali
Bamun,bax,Bantoid,Niger-Congo,Africa,5.5,10.92,Cameroon
Bana,bcw,Biu-Mandara,Afro-Asiatic,Africa,10.42,13.58,Cameroon
Banaw�,jaa,Arauan,Arauan,South America,-7,-65,Brazil
Bandi,bza,Western Mande,Mande,Africa,8.08,-10.25,Liberia
Bandjalang,bdy,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.75,153,Australia
Bandjalang (Casino),bdy,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.92,153,Australia
Bandjalang (Waalubal),bdy,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-29.08,152.58,Australia
Bandjalang (Yugumbir),bdy,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-27.92,153,Australia
Banggarla,bjb,Central Pama-Nyungan,Pama-Nyungan,Australia,-32,137,Australia
Baniwa,bwi,Inland Northern Maipuran,Arawakan,South America,2.67,-66.83,Brazil
Bankon,abb,Bantoid,Niger-Congo,Africa,4.42,9.58,Cameroon
Bao'an,peh,Mongolic,Altaic,Eurasia,35.75,102.83,China
Baragaunle,loy,Bodic,Sino-Tibetan,Eurasia,28.83,83.83,Nepal
Barasano,bsn,Tucanoan,Tucanoan,South America,-0.17,-70.67,Colombia
Bardi,bcj,Nyulnyulan,Nyulnyulan,Australia,-16.58,122.92,Australia
Bar�,bae,Inland Northern Arawakan,Arawakan,South America,1,-67,Brazil
Bar�,mot,Motilon,Chibchan,South America,9,-73,Colombia
Bariba,bba,Southern-Central Gur,Niger-Congo,Africa,10,2.5,Nigeria
Basa�,bas,Bantoid,Niger-Congo,Africa,3.92,10.5,Cameroon
Bashkir,bak,Turkic,Altaic,Eurasia,53,58,Russia
Basque,eus,Basque,Basque,Eurasia,43,-3,France
Basque (Basaburua and Imoz),eus,Basque,Basque,Eurasia,43,-1.67,Spain
Basque (Bidasoa Valley),eus,Basque,Basque,Eurasia,43,-3.83,Spain
Basque (Gernica),eus,Basque,Basque,Eurasia,43.33,-3,Spain
Basque (Hondarribia),eus,Basque,Basque,Eurasia,42.5,-3,Spain
Basque (Lekeitio),eus,Basque,Basque,Eurasia,43,-2.5,Spain
Basque (Northern High Navarrese),eus,Basque,Basque,Eurasia,43.33,-2.5,Spain
Basque (O�ati),eus,Basque,Basque,Eurasia,42.5,-3.5,Spain
Basque (Roncalese),eus,Basque,Basque,Eurasia,43,-2,Spain
Basque (Sakana),eus,Basque,Basque,Eurasia,42.5,-2,Spain
Basque (Souletin),eus,Basque,Basque,Eurasia,43.5,-1.5,France
Basque (Zeberio),eus,Basque,Basque,Eurasia,42,-3,Spain
Batak (Karo),btx,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,3.25,98.25,Indonesia
Batak (Toba),bbc,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,2.5,99,Indonesia
Baule,bci,Kwa,Niger-Congo,Africa,7,-5,C�te d'Ivoire
Baure,brg,Bolivia-Parana,Arawakan,South America,-13.08,-64.17,Bolivia
Bayungu,bxj,Western Pama-Nyungan,Pama-Nyungan,Australia,-23,114,Australia
Beembe,beq,Bantoid,Niger-Congo,Africa,-3.92,14.08,Congo
Begak-Ida'an,dbj,North Borneo,Austronesian,Papunesia,5.25,118.83,Malaysia
Beja,bej,Beja,Afro-Asiatic,Africa,18,36,Eritrea
Belhare,byw,Mahakiranti,Sino-Tibetan,Eurasia,26.97,87.3,Nepal
Bella Coola,blc,Bella Coola,Salishan,North America,52.5,-126.67,Canada
Bemba,bem,Bantoid,Niger-Congo,Africa,-10,28.25,Democratic Republic of Congo
Beng,nhb,Eastern Mande,Mande,Africa,7.83,-4.25,C�te d'Ivoire
Bengali,ben,Indic,Indo-European,Eurasia,24,90,Bangladesh
Berber (Ayt Seghrouchen Middle Atlas),tzm,Berber,Afro-Asiatic,Africa,33.33,-4.67,Morocco
Berber (Middle Atlas),tzm,Berber,Afro-Asiatic,Africa,33,-5,Morocco
Berber (Siwa),siz,Berber,Afro-Asiatic,Africa,29.17,25.5,Egypt
Berbice Dutch Creole,brc,Creoles and Pidgins,other,South America,5.33,-58,Guyana
Beria,zag,Eastern Saharan,Saharan,Africa,16,23,Chad
Berta,wti,Berta,Berta,Africa,10.33,34.67,Ethiopia
B�t�,bev,Kru,Niger-Congo,Africa,6.25,-6.25,C�te d'Ivoire
Betta Kurumba,xub,Southern Dravidian,Dravidian,Eurasia,11.5,76.75,India
Bhili,bhb,Indic,Indo-European,Eurasia,22,73,India
Bhojpuri,bho,Indic,Indo-European,Eurasia,26,84,India
Bhumij,unr,Munda,Austro-Asiatic,Eurasia,21.33,86.5,India
Biak,bhw,South Halmahera - West New Guinea,Austronesian,Papunesia,-1,136,Indonesia
Bikol,bcl,Greater Central Philippine,Austronesian,Papunesia,13.33,123.5,Philippines
Bila,bip,Bantoid,Niger-Congo,Africa,1,28.75,Democratic Republic of Congo
Bilin,byn,Central Cushitic,Afro-Asiatic,Africa,15.75,38.5,Eritrea
Bilinarra,nbj,Western Pama-Nyungan,Pama-Nyungan,Australia,-16,131.67,Australia
Biloxi,bll,Core Siouan,Siouan,North America,30.5,-88.67,United States
Bilua,blb,Bilua,Solomons East Papuan,Papunesia,-7.75,156.67,Solomon Islands
Bimoba,bim,Northern-Central Gur,Niger-Congo,Africa,10.5,0,Ghana
Binandere,bhg,Binanderean,Trans-New Guinea,Papunesia,-8.25,148,Papua New Guinea
Binga,yul,Bongo-Bagirmi,Central Sudanic,Africa,8,25,Central African Republic
Bini,bin,Edoid,Niger-Congo,Africa,6.42,5.83,Nigeria
Bininj Gun-Wok,gup,Gunwinygic,Gunwinyguan,Australia,-12.5,133.75,Australia
Binumarien,bjr,Eastern Highlands,Trans-New Guinea,Papunesia,-6.28,146.08,Papua New Guinea
Biri,bzr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-20.5,146.5,Australia
Birom,bom,Platoid,Niger-Congo,Africa,9.67,8.83,Nigeria
Bisa,bib,Eastern Mande,Mande,Africa,11.5,-0.5,Burkina Faso
Blackfoot,bla,Algonquian,Algic,North America,50,-112.67,Canada
Bobo Madar� (Northern),bbo,Western Mande,Mande,Africa,12.42,-4.33,Burkina Faso
Bodo,brx,Bodo-Garo,Sino-Tibetan,Eurasia,26.83,92,India
Boiken,bzf,Ndu,Sepik,Papunesia,-3.5,143.5,Papua New Guinea
Boko,bqc,Eastern Mande,Mande,Africa,10.5,3.5,Nigeria
Bole,bol,West Chadic,Afro-Asiatic,Africa,11.33,11.25,Nigeria
Bongo,bot,Bongo-Bagirmi,Central Sudanic,Africa,7.5,28.5,South Sudan
Bora,boa,Boran,Huitotoan,South America,-2.17,-72.33,Colombia
Bororo,bor,Bororoan,Bororoan,South America,-16,-57,Brazil
Bozo (Tigemaxo),boz,Western Mande,Mande,Africa,15,-4,Mali
Brahui,brh,Northern Dravidian,Dravidian,Eurasia,28.5,67,Pakistan
Brao,brb,Bahnaric,Austro-Asiatic,Eurasia,14.17,107.5,Vietnam
Breton,bre,Celtic,Indo-European,Eurasia,48,-3,France
Bribri,bzd,Talamanca,Chibchan,North America,9.42,-83,Costa Rica
Brokskat,bkk,Indic,Indo-European,Eurasia,35.33,76.5,Pakistan
Bru (Western),brv,Katuic,Austro-Asiatic,Eurasia,16.75,104.75,Laos
Budu,buu,Bantoid,Niger-Congo,Africa,2,28,Democratic Republic of Congo
Bugis,bug,South Sulawesi,Austronesian,Papunesia,-4,120,Indonesia
Bujeba,nmg,Bantoid,Niger-Congo,Africa,3,10.17,Equatorial Guinea
Bukusu,bxk,Bantoid,Niger-Congo,Africa,0.75,34.67,Kenya
Bulgarian,bul,Slavic,Indo-European,Eurasia,42.5,25,Bulgaria
Buli (in Ghana),bwu,Northern-Central Gur,Niger-Congo,Africa,10.5,-1.25,Ghana
Bulu,bum,Bantoid,Niger-Congo,Africa,3,11,Cameroon
Bunuba,bck,Bunuban,Bunuban,Australia,-17.75,125.75,Australia
Burarra,bvr,Burarran,Mangrida,Australia,-12.25,134.58,Australia
Burji,bji,Lowland East Cushitic,Afro-Asiatic,Africa,5.5,37.83,Ethiopia
Burmese,mya,Burmese-Lolo,Sino-Tibetan,Eurasia,21,96,Myanmar
Burushaski,bsk,Burushaski,Burushaski,Eurasia,36.5,74.5,Pakistan
Busa,bqp,Eastern Mande,Mande,Africa,9.67,4,Nigeria
Cacua,cbv,Cacua-Nukak,Cacua-Nukak,South America,1.08,-70,Colombia
Caddo,cad,Caddoan,Caddoan,North America,33.33,-93.5,United States
Cams�,kbh,Cams�,Cams�,South America,1.17,-77,Colombia
Candoshi,cbu,Candoshi,Candoshi,South America,-4.17,-77,Peru
Canela,ram,Ge-Kaingang,Macro-Ge,South America,-7,-45,Brazil
Cantonese,yue,Chinese,Sino-Tibetan,Eurasia,23,113,China
Capanahua,kaq,Panoan,Panoan,South America,-7,-74,Peru
Carapana,cbc,Tucanoan,Tucanoan,South America,0.83,-70.75,Colombia
Carib,car,Cariban,Cariban,South America,5.5,-56,Suriname
Carib (De'kwana),mch,Cariban,Cariban,South America,5.5,-65,Venezuela
Carijona,cbd,Cariban,Cariban,South America,1,-73,Colombia
Cashibo,cbr,Panoan,Panoan,South America,-8.5,-75.5,Peru
Cashinahua,cbs,Panoan,Panoan,South America,-10.5,-71.83,Brazil
Catalan,cat,Romance,Indo-European,Eurasia,41.75,2,Spain
Catio,cto,Choco,Choco,South America,7.17,-76.33,Colombia
Cavine�a,cav,Tacanan,Tacanan,South America,-13.33,-66.5,Bolivia
Cayapa,cbi,Barbacoan,Barbacoan,South America,0.67,-79,Ecuador
Cayuvava,cyb,Cayuvava,Cayuvava,South America,-13.5,-65.5,Bolivia
Cebuano,ceb,Greater Central Philippine,Austronesian,Papunesia,10,124,Philippines
Ch�cobo,cao,Panoan,Panoan,South America,-12.17,-66.75,Bolivia
Chaga,old,Bantoid,Niger-Congo,Africa,-3,37,Tanzania
Chaha,sgw,Semitic,Afro-Asiatic,Africa,8.11,37.93,Ethiopia
Chai,suq,Surmic,Eastern Sudanic,Africa,5.33,35.33,Ethiopia
Chaldean (Modern),cld,Semitic,Afro-Asiatic,Eurasia,36,43,Iraq
Cham (Eastern),cjm,Malayo-Sumbawan,Austronesian,Eurasia,11.33,108.5,Vietnam
Chamorro,cha,Chamorro,Austronesian,Papunesia,13.45,144.75,Guam
Chantyal,chx,Bodic,Sino-Tibetan,Eurasia,28.58,83.42,Nepal
Chatino (Sierra Occidental),ctp,Zapotecan,Oto-Manguean,North America,16.25,-97.33,Mexico
Chatino (Yaitepec),ctp,Zapotecan,Oto-Manguean,North America,16.25,-97.25,Mexico
Chaudangsi,cdn,Bodic,Sino-Tibetan,Eurasia,30,80.25,India
Chayahuita,cbt,Cahuapanan,Cahuapanan,South America,-5.5,-77,Peru
Chechen,che,Nakh,Nakh-Daghestanian,Eurasia,43.25,45.83,Russia
Chehalis (Upper),cjh,Tsamosan,Salishan,North America,46.58,-123,United States
Chemehuevi,ute,Numic,Uto-Aztecan,North America,34.33,-115.17,United States
Chepang,cdm,Mahakiranti,Sino-Tibetan,Eurasia,27.67,84.75,Nepal
Cherokee,chr,Southern Iroquoian,Iroquoian,North America,35.5,-83.5,United States
Chickasaw,cic,Muskogean,Muskogean,North America,34,-88,United States
Chimariko,cid,Chimariko,Hokan,North America,41,-123,United States
Chimila,cbg,Chimila,Chibchan,South America,10,-74,Colombia
Chin (Tiddim),ctd,Kuki-Chin,Sino-Tibetan,Eurasia,23.33,93.67,Myanmar
Chinantec (Lealao),cle,Chinantecan,Oto-Manguean,North America,17.33,-95.92,Mexico
Chinantec (Quiotepec),chq,Chinantecan,Oto-Manguean,North America,17.58,-96.67,Mexico
Chinantec (Sochiapan),cso,Chinantecan,Oto-Manguean,North America,17.75,-96.67,Mexico
Chipaya,cap,Uru-Chipaya,Uru-Chipaya,South America,-18.75,-67.83,Bolivia
Chipewyan,chp,Athapaskan,Na-Dene,North America,59,-106,Canada
Chiquitano,cax,Chiquito,Chiquito,South America,-17.5,-60,Bolivia
Chiriguano,gui,Tupi-Guaran�,Tupian,South America,-23.67,-64.33,Paraguay
Choctaw,cho,Muskogean,Muskogean,North America,32.25,-88.5,United States
Chontal Maya,chf,Mayan,Mayan,North America,18.17,-92.58,Mexico
Chrau,crw,Bahnaric,Austro-Asiatic,Eurasia,10.75,107.5,Vietnam
Chuave,cjv,Chimbu,Trans-New Guinea,Papunesia,-6.12,145.12,Papua New Guinea
